DateAndTime,rActVal,value,unit,value.1,unit.1,value.2,unit.2,value.3,unit.3,value.4,unit.4,value.5,unit.5
2022-09-22T16:20:26.027,25.34799,3931.913,Wh,11.72674,W,15.53159,W,38.85191,W,0,l/min,5.705781,bar
2022-09-22T16:20:26.027,25.34799,3931.913,Wh,11.72674,W,15.53159,W,38.85191,W,0,l/min,5.705781,bar
2022-09-22T16:20:27.033,25.25031,3931.93,Wh,11.65426,W,15.52229,W,38.78962,W,0,l/min,5.690766,bar
2022-09-22T16:20:28.048,25.34799,3931.947,Wh,11.69973,W,15.54665,W,38.79656,W,0,l/min,5.618105,bar
2022-09-22T16:20:29.072,25.29915,3931.969,Wh,11.66171,W,15.53742,W,38.68131,W,0,l/min,5.648856,bar
2022-09-22T16:20:30.081,25.25031,3931.986,Wh,11.81213,W,15.54386,W,38.55006,W,0,l/min,5.692914,bar
2022-09-22T16:20:31.097,25.15263,3932.003,Wh,11.68059,W,15.53416,W,38.87797,W,0,l/min,5.709296,bar
2022-09-22T16:20:32.116,25.20147,3932.022,Wh,11.72576,W,15.52557,W,39.0914,W,0,l/min,5.708808,bar
2022-09-22T16:20:33.135,25.34799,3932.041,Wh,11.64915,W,15.55818,W,39.31061,W,0,l/min,5.64219,bar
2022-09-22T16:20:34.142,25.15263,3932.058,Wh,11.73275,W,15.53883,W,39.17439,W,0,l/min,5.628322,bar
2022-09-22T16:20:35.159,25.29915,3932.082,Wh,11.79092,W,15.53471,W,39.56781,W,0,l/min,5.676116,bar
2022-09-22T16:20:36.171,25.34799,3932.098,Wh,11.74273,W,15.57325,W,39.71288,W,0,l/min,5.705719,bar
2022-09-22T16:20:37.170,25.15263,3932.112,Wh,11.69035,W,15.53791,W,39.92596,W,1.330771,l/min,5.703938,bar
2022-09-22T16:20:38.192,25.34799,3932.134,Wh,11.72675,W,15.5259,W,40.11299,W,1.685771,l/min,5.642592,bar
2022-09-22T16:20:39.212,25.25031,3932.152,Wh,11.68642,W,15.52831,W,39.53574,W,0,l/min,5.636125,bar
2022-09-22T16:20:40.214,25.20147,3932.168,Wh,11.78004,W,15.56023,W,38.80561,W,0,l/min,5.661686,bar
2022-09-22T16:20:41.214,25.29915,3932.188,Wh,11.66061,W,15.52937,W,38.92212,W,0,l/min,5.66486,bar
2022-09-22T16:20:42.224,25.15263,3932.207,Wh,11.76217,W,15.51881,W,39.10342,W,0,l/min,5.705133,bar
2022-09-22T16:20:43.237,25.29915,3932.229,Wh,11.64496,W,15.50504,W,39.17783,W,0,l/min,5.691705,bar
2022-09-22T16:20:44.253,25.34799,3932.243,Wh,11.72484,W,15.50465,W,38.98307,W,0,l/min,5.616991,bar
2022-09-22T16:20:45.273,25.25031,3932.265,Wh,11.73262,W,15.55067,W,39.50461,W,0,l/min,5.65075,bar
2022-09-22T16:20:46.284,25.34799,3932.28,Wh,11.71738,W,15.54481,W,39.85117,W,0,l/min,5.703266,bar
2022-09-22T16:20:47.308,25.20147,3932.3,Wh,11.69471,W,15.55028,W,40.09592,W,1.324911,l/min,5.70506,bar
2022-09-22T16:20:48.321,25.34799,3932.32,Wh,11.74708,W,15.51167,W,40.56014,W,1.455777,l/min,5.668475,bar
2022-09-22T16:20:49.332,25.25031,3932.338,Wh,11.68049,W,15.50043,W,40.07527,W,0,l/min,5.637085,bar
2022-09-22T16:20:50.348,25.34799,3932.355,Wh,11.74364,W,15.51219,W,39.68074,W,0,l/min,5.629848,bar
2022-09-22T16:20:51.365,25.20147,3932.378,Wh,11.68579,W,15.51188,W,40.2461,W,0,l/min,5.660869,bar
2022-09-22T16:20:52.368,25.15263,3932.394,Wh,11.69008,W,15.52526,W,40.09173,W,0,l/min,5.681316,bar
2022-09-22T16:20:53.379,25.25031,3932.412,Wh,11.68287,W,15.51686,W,39.92681,W,1.4371,l/min,5.659404,bar
2022-09-22T16:20:54.382,25.29915,3932.429,Wh,11.72164,W,15.52122,W,39.98515,W,1.394982,l/min,5.654118,bar
2022-09-22T16:20:55.386,25.29915,3932.451,Wh,11.77954,W,15.45882,W,38.80807,W,0,l/min,5.630639,bar
2022-09-22T16:20:56.382,25.34799,3932.465,Wh,11.73405,W,15.49169,W,38.80928,W,0,l/min,5.669963,bar
2022-09-22T16:20:57.395,25.29915,3932.484,Wh,11.72929,W,15.49597,W,39.04292,W,0,l/min,5.707673,bar
2022-09-22T16:20:58.407,25.15263,3932.506,Wh,11.7275,W,15.52415,W,38.78794,W,0,l/min,5.666703,bar
2022-09-22T16:20:59.412,25.29915,3932.524,Wh,11.68137,W,15.51092,W,38.65733,W,0,l/min,5.66369,bar
2022-09-22T16:21:00.416,25.29915,3932.541,Wh,11.79834,W,15.5086,W,38.83521,W,0,l/min,5.701532,bar
2022-09-22T16:21:01.412,25.29915,3932.559,Wh,11.71856,W,15.5163,W,38.77674,W,0,l/min,5.712311,bar
2022-09-22T16:21:02.424,25.34799,3932.579,Wh,11.74542,W,15.52642,W,36.3594,W,0,l/min,5.717292,bar
2022-09-22T16:21:03.427,25.29915,3932.592,Wh,11.67548,W,15.53111,W,30.39046,W,0,l/min,5.71734,bar
2022-09-22T16:21:04.436,25.15263,3932.609,Wh,11.73903,W,15.49458,W,30.31227,W,0,l/min,5.638368,bar
2022-09-22T16:21:05.440,25.15263,3932.625,Wh,11.73703,W,15.49003,W,30.32427,W,0,l/min,5.590561,bar
2022-09-22T16:21:06.459,25.29915,3932.639,Wh,11.71544,W,15.49813,W,30.3277,W,0,l/min,5.587021,bar
2022-09-22T16:21:07.469,25.15263,3932.673,Wh,11.74626,W,15.50068,W,30.33589,W,0,l/min,5.697931,bar
2022-09-22T16:21:08.478,25.20147,3932.695,Wh,11.7187,W,15.4809,W,36.85342,W,0,l/min,5.681318,bar
2022-09-22T16:21:09.484,25.15263,3932.711,Wh,11.8495,W,15.51185,W,39.258,W,0,l/min,5.674834,bar
2022-09-22T16:21:10.487,25.25031,3932.727,Wh,11.73769,W,15.50964,W,39.22973,W,0,l/min,5.687812,bar
2022-09-22T16:21:11.515,25.15263,3932.747,Wh,11.77353,W,15.49057,W,39.40307,W,0,l/min,5.710016,bar
2022-09-22T16:21:12.520,25.20147,3932.763,Wh,11.6809,W,15.50088,W,39.7113,W,0,l/min,5.715461,bar
2022-09-22T16:21:13.542,25.34799,3932.788,Wh,11.71598,W,15.53418,W,39.78283,W,0,l/min,5.717231,bar
2022-09-22T16:21:14.545,25.20147,3932.801,Wh,11.78577,W,15.5007,W,39.76986,W,0,l/min,5.684503,bar
2022-09-22T16:21:15.551,25.15263,3932.82,Wh,11.70137,W,15.5098,W,39.47787,W,0,l/min,5.610083,bar
2022-09-22T16:21:16.563,25.20147,3932.841,Wh,11.69489,W,15.52122,W,39.73524,W,0,l/min,5.640433,bar
2022-09-22T16:21:17.571,25.20147,3932.86,Wh,11.74439,W,15.50531,W,39.80683,W,0,l/min,5.683002,bar
2022-09-22T16:21:18.573,25.15263,3932.877,Wh,11.70203,W,15.5202,W,39.89547,W,0,l/min,5.674005,bar
2022-09-22T16:21:19.582,25.20147,3932.897,Wh,11.78852,W,15.53695,W,39.92902,W,0,l/min,5.67724,bar
2022-09-22T16:21:20.610,25.15263,3932.915,Wh,11.74867,W,15.52311,W,40.35491,W,0,l/min,5.663615,bar
2022-09-22T16:21:21.613,25.34799,3932.933,Wh,11.7463,W,15.54368,W,40.63614,W,0,l/min,5.67758,bar
2022-09-22T16:21:22.630,25.15263,3932.951,Wh,11.74483,W,15.52716,W,40.79852,W,0,l/min,5.707612,bar
2022-09-22T16:21:23.653,25.29915,3932.972,Wh,11.74131,W,15.49795,W,40.81473,W,1.47946,l/min,5.646696,bar
2022-09-22T16:21:24.674,25.15263,3932.987,Wh,11.81243,W,15.49131,W,40.64336,W,1.376549,l/min,5.677788,bar
2022-09-22T16:21:25.699,25.29915,3933.009,Wh,11.70576,W,15.48219,W,39.8133,W,0,l/min,5.708588,bar
2022-09-22T16:21:26.699,25.34799,3933.027,Wh,11.68351,W,15.49736,W,40.28687,W,0,l/min,5.649833,bar
2022-09-22T16:21:27.705,25.20147,3933.046,Wh,11.72158,W,15.5139,W,40.08619,W,0,l/min,5.634538,bar
2022-09-22T16:21:28.736,25.15263,3933.063,Wh,11.68188,W,15.52382,W,39.93814,W,0,l/min,5.662456,bar
2022-09-22T16:21:29.750,25.25031,3933.084,Wh,11.79634,W,15.51989,W,39.44994,W,0,l/min,5.707953,bar
2022-09-22T16:21:30.770,25.20147,3933.103,Wh,11.71535,W,15.53983,W,39.50891,W,0,l/min,5.662054,bar
2022-09-22T16:21:31.789,25.20147,3933.118,Wh,11.7396,W,15.56323,W,39.55571,W,0,l/min,5.649393,bar
2022-09-22T16:21:32.800,25.34799,3933.144,Wh,11.72247,W,15.54871,W,39.91887,W,0,l/min,5.657743,bar
2022-09-22T16:21:33.805,25.20147,3933.155,Wh,11.74099,W,15.58688,W,39.72585,W,0,l/min,5.679155,bar
2022-09-22T16:21:34.821,25.20147,3933.177,Wh,11.73533,W,15.54452,W,40.07748,W,0,l/min,5.686883,bar
2022-09-22T16:21:35.836,25.29915,3933.195,Wh,11.69293,W,15.55961,W,40.30642,W,0,l/min,5.682829,bar
2022-09-22T16:21:36.836,25.34799,3933.215,Wh,11.69291,W,15.58618,W,40.78979,W,1.470306,l/min,5.688837,bar
2022-09-22T16:21:37.857,25.29915,3933.232,Wh,11.73229,W,15.56034,W,40.73674,W,1.40365,l/min,5.623598,bar
2022-09-22T16:21:38.860,25.15263,3933.253,Wh,11.71668,W,15.544,W,39.74675,W,0,l/min,5.657011,bar
2022-09-22T16:21:39.867,25.34799,3933.269,Wh,11.77569,W,15.55376,W,39.99128,W,0,l/min,5.679852,bar
2022-09-22T16:21:40.880,25.20147,3933.287,Wh,11.70271,W,15.5148,W,40.25083,W,0,l/min,5.707123,bar
2022-09-22T16:21:41.894,25.34799,3933.306,Wh,11.73346,W,15.55383,W,39.93376,W,0,l/min,5.673602,bar
2022-09-22T16:21:42.906,25.25031,3933.327,Wh,11.73503,W,15.52179,W,39.76857,W,0,l/min,5.64335,bar
2022-09-22T16:25:54.239,25.15263,3937.954,Wh,11.73154,W,15.44553,W,39.66403,W,0,l/min,5.636954,bar
2022-09-22T16:25:55.242,25.15263,3937.975,Wh,11.7739,W,15.44225,W,39.76986,W,0,l/min,5.660173,bar
2022-09-22T16:25:56.252,25.20147,3937.992,Wh,11.73962,W,15.41409,W,39.50319,W,1.418298,l/min,5.654288,bar
2022-09-22T16:25:57.250,25.25031,3938.009,Wh,11.71192,W,15.41857,W,39.92095,W,1.493621,l/min,5.631642,bar
2022-09-22T16:25:58.247,25.34799,3938.028,Wh,11.7318,W,15.39487,W,39.11743,W,0,l/min,5.614028,bar
2022-09-22T16:25:59.247,25.20147,3938.048,Wh,11.66381,W,15.41202,W,38.98701,W,0,l/min,5.620325,bar
2022-09-22T16:26:00.256,25.34799,3938.066,Wh,11.77066,W,15.40039,W,38.88249,W,0,l/min,5.6103,bar
2022-09-22T16:26:01.266,25.25031,3938.085,Wh,11.66684,W,15.40458,W,39.06894,W,0,l/min,5.605361,bar
2022-09-22T16:26:02.267,25.15263,3938.104,Wh,11.71912,W,15.44453,W,38.73806,W,0,l/min,5.622193,bar
2022-09-22T16:26:03.293,25.15263,3938.12,Wh,11.69882,W,15.40135,W,39.03957,W,0,l/min,5.640333,bar
2022-09-22T16:26:04.305,25.34799,3938.138,Wh,11.71864,W,15.43176,W,39.13791,W,0,l/min,5.639665,bar
2022-09-22T16:26:05.319,25.15263,3938.16,Wh,11.7241,W,15.43068,W,39.16016,W,0,l/min,5.661309,bar
2022-09-22T16:26:06.341,25.15263,3938.179,Wh,11.77271,W,15.42604,W,39.02548,W,0,l/min,5.66696,bar
2022-09-22T16:26:07.355,25.29915,3938.196,Wh,11.70888,W,15.42167,W,39.81801,W,0,l/min,5.659098,bar
2022-09-22T16:26:08.370,25.25031,3938.213,Wh,11.68205,W,15.43508,W,39.78372,W,0,l/min,5.618895,bar
2022-09-22T16:26:09.387,25.25031,3938.234,Wh,11.71553,W,15.40286,W,39.86735,W,1.62046,l/min,5.591769,bar
2022-09-22T16:26:10.405,25.34799,3938.249,Wh,11.77643,W,15.37665,W,40.07421,W,1.389001,l/min,5.61715,bar
2022-09-22T16:26:11.414,25.20147,3938.272,Wh,11.72257,W,15.423,W,38.96099,W,0,l/min,5.605162,bar
2022-09-22T16:26:12.442,25.34799,3938.289,Wh,11.72447,W,15.408,W,39.13161,W,0,l/min,5.605051,bar
2022-09-22T16:26:13.469,25.25031,3938.303,Wh,11.65233,W,15.38896,W,39.47835,W,0,l/min,5.606592,bar
2022-09-22T16:26:14.474,25.34799,3938.323,Wh,11.72491,W,15.40449,W,39.11966,W,0,l/min,5.644255,bar
2022-09-22T16:26:15.496,25.29915,3938.342,Wh,11.73442,W,15.39652,W,39.3473,W,0,l/min,5.643376,bar
2022-09-22T16:26:16.503,25.34799,3938.361,Wh,11.74158,W,15.40307,W,39.73005,W,0,l/min,5.65916,bar
2022-09-22T16:26:17.504,25.15263,3938.382,Wh,11.68342,W,15.40251,W,39.91408,W,0,l/min,5.635683,bar
2022-09-22T16:26:18.506,25.15263,3938.398,Wh,11.78575,W,15.44022,W,40.26207,W,1.473477,l/min,5.640396,bar
2022-09-22T16:26:19.524,25.20147,3938.418,Wh,11.65584,W,15.44336,W,40.54415,W,1.484832,l/min,5.624378,bar
2022-09-22T16:26:20.527,25.34799,3938.433,Wh,11.76387,W,15.39362,W,39.43133,W,0,l/min,5.625012,bar
2022-09-22T16:26:21.569,25.25031,3938.459,Wh,11.68266,W,15.41268,W,39.84837,W,0,l/min,5.62389,bar
2022-09-22T16:26:22.576,25.15263,3938.491,Wh,11.71986,W,15.42391,W,40.08608,W,0,l/min,5.621218,bar
2022-09-22T16:26:23.576,25.29915,3938.512,Wh,11.75791,W,15.44321,W,40.07747,W,1.386803,l/min,5.590317,bar
2022-09-22T16:26:24.580,25.34799,3938.53,Wh,11.74758,W,15.40561,W,40.27427,W,1.335653,l/min,5.625004,bar
2022-09-22T16:26:25.583,25.34799,3938.547,Wh,11.74035,W,15.42827,W,39.50224,W,0,l/min,5.666277,bar
2022-09-22T16:26:26.586,25.15263,3938.568,Wh,11.68381,W,15.43641,W,40.04931,W,0,l/min,5.640105,bar
2022-09-22T16:26:27.592,25.34799,3938.587,Wh,11.74908,W,15.43692,W,40.04242,W,0,l/min,5.62256,bar
2022-09-22T16:26:28.594,25.25031,3938.603,Wh,11.69724,W,15.42255,W,39.89572,W,1.331746,l/min,5.615809,bar
2022-09-22T16:26:29.597,25.34799,3938.622,Wh,11.7506,W,15.40442,W,40.2328,W,1.44125,l/min,5.617737,bar
2022-09-22T16:26:30.604,25.34799,3938.642,Wh,11.67791,W,15.44348,W,38.96997,W,0,l/min,5.643974,bar
2022-09-22T16:26:31.605,25.34799,3938.656,Wh,11.74341,W,15.42812,W,39.24714,W,0,l/min,5.667265,bar
2022-09-22T16:26:32.609,25.29915,3938.68,Wh,11.68588,W,15.42758,W,39.10065,W,0,l/min,5.626317,bar
2022-09-22T16:26:33.615,25.29915,3938.697,Wh,11.70879,W,15.42295,W,38.9704,W,0,l/min,5.604015,bar
2022-09-22T16:26:34.627,25.34799,3938.715,Wh,11.7154,W,15.41567,W,38.67922,W,0,l/min,5.605213,bar
2022-09-22T16:26:35.616,25.29915,3938.731,Wh,11.73581,W,15.42809,W,38.86215,W,0,l/min,5.649553,bar
2022-09-22T16:26:36.629,25.34799,3938.751,Wh,11.72015,W,15.40757,W,38.78114,W,0,l/min,5.663823,bar
2022-09-22T16:26:37.637,25.15263,3938.771,Wh,11.71177,W,15.4226,W,36.35921,W,0,l/min,5.603758,bar
2022-09-22T16:26:38.644,25.34799,3938.784,Wh,11.6911,W,15.43858,W,30.45932,W,0,l/min,5.627345,bar
2022-09-22T16:26:39.648,25.34799,3938.8,Wh,11.78022,W,15.42716,W,30.14423,W,0,l/min,5.642434,bar
2022-09-22T16:26:40.650,25.34799,3938.82,Wh,11.69728,W,15.43228,W,32.51854,W,0,l/min,5.61886,bar
2022-09-22T16:26:41.660,25.29915,3938.835,Wh,11.72244,W,15.43494,W,39.20553,W,0,l/min,5.661283,bar
2022-09-22T16:26:42.653,25.20147,3938.855,Wh,11.72731,W,15.43208,W,39.28669,W,0,l/min,5.672026,bar
2022-09-22T16:26:43.659,25.20147,3938.87,Wh,11.72126,W,15.44927,W,39.29729,W,0,l/min,5.674431,bar
2022-09-22T16:26:44.660,25.15263,3938.896,Wh,11.7671,W,15.4185,W,39.945,W,0,l/min,5.60499,bar
2022-09-22T16:26:45.676,25.25031,3938.908,Wh,11.7496,W,15.39531,W,39.71103,W,0,l/min,5.587583,bar
2022-09-22T16:26:46.670,25.39683,3938.928,Wh,11.67928,W,15.4479,W,39.82715,W,0,l/min,5.639934,bar
2022-09-22T16:26:47.675,25.15263,3938.978,Wh,11.70922,W,207.3773,W,41.29815,W,0,l/min,5.655509,bar
2022-09-22T16:26:48.667,25.15263,3939.132,Wh,11.75082,W,538.0065,W,44.00523,W,0,l/min,5.621694,bar
2022-09-22T16:26:49.667,25.44567,3939.132,Wh,11.75082,W,538.0065,W,44.00523,W,0,l/min,5.621694,bar
2022-09-22T16:26:50.670,25.54335,3939.297,Wh,11.88283,W,536.3708,W,43.85024,W,0,l/min,5.610023,bar
2022-09-22T16:26:51.675,25.73871,3939.453,Wh,11.76302,W,534.4809,W,43.95903,W,0,l/min,5.633133,bar
2022-09-22T16:26:52.684,25.73871,3939.622,Wh,11.82283,W,533.2836,W,43.99301,W,0,l/min,5.667705,bar
2022-09-22T16:26:53.680,26.12943,3939.786,Wh,11.78932,W,532.3342,W,44.27688,W,0,l/min,5.674419,bar
2022-09-22T16:26:54.691,26.12943,3939.956,Wh,11.82098,W,531.4059,W,44.44337,W,0,l/min,5.674541,bar
2022-09-22T16:26:55.696,26.56899,3940.118,Wh,11.85655,W,530.7425,W,44.68164,W,0,l/min,5.640528,bar
2022-09-22T16:26:56.702,26.76435,3940.258,Wh,11.8764,W,530.6574,W,44.46908,W,0,l/min,5.625028,bar
2022-09-22T16:26:57.708,27.15507,3940.449,Wh,11.78186,W,530.8839,W,44.52077,W,0,l/min,5.666851,bar
2022-09-22T16:26:58.715,27.25275,3940.597,Wh,11.80995,W,530.478,W,44.58554,W,0,l/min,5.673967,bar
2022-09-22T16:26:59.715,27.83883,3940.774,Wh,11.79048,W,530.0947,W,44.79246,W,0,l/min,5.657365,bar
2022-09-22T16:27:00.724,28.27839,3940.933,Wh,11.89701,W,529.7783,W,44.70522,W,0,l/min,5.628405,bar
2022-09-22T16:27:01.729,28.57143,3941.072,Wh,11.78444,W,529.4218,W,44.49243,W,0,l/min,5.584714,bar
2022-09-22T16:27:02.735,28.76679,3941.263,Wh,11.8461,W,529.1267,W,44.73011,W,0,l/min,5.622659,bar
2022-09-22T16:27:03.739,28.76679,3941.403,Wh,11.79453,W,528.7349,W,44.77776,W,0,l/min,5.629105,bar
2022-09-22T16:27:04.748,29.59707,3941.595,Wh,11.82705,W,528.5621,W,45.23594,W,0,l/min,5.655204,bar
2022-09-22T16:27:05.747,30.18315,3941.731,Wh,11.89604,W,528.3248,W,45.12219,W,0,l/min,5.643936,bar
2022-09-22T16:27:06.752,30.67155,3941.896,Wh,11.81427,W,528.4741,W,45.05687,W,0,l/min,5.656864,bar
2022-09-22T16:27:07.758,30.81807,3942.069,Wh,11.78292,W,528.734,W,44.85123,W,0,l/min,5.642617,bar
2022-09-22T16:27:08.762,31.45299,3942.217,Wh,11.80667,W,528.5193,W,45.20861,W,0,l/min,5.663701,bar
2022-09-22T16:27:09.758,31.64835,3942.406,Wh,11.79807,W,528.9899,W,45.05232,W,0,l/min,5.666423,bar
2022-09-22T16:27:10.772,32.28327,3942.548,Wh,11.85843,W,528.9514,W,45.54588,W,0,l/min,5.640187,bar
2022-09-22T16:27:11.775,32.86935,3942.739,Wh,11.82176,W,528.8784,W,45.21399,W,0,l/min,5.649234,bar
2022-09-22T16:27:12.781,33.06471,3942.876,Wh,11.86042,W,528.6086,W,44.8502,W,0,l/min,5.612778,bar
2022-09-22T16:27:13.786,33.55312,3943.042,Wh,11.79734,W,528.5869,W,45.06053,W,0,l/min,5.627738,bar
2022-09-22T16:27:14.791,33.94384,3943.205,Wh,11.84481,W,528.4845,W,45.46862,W,0,l/min,5.629154,bar
2022-09-22T16:27:15.794,34.62759,3943.365,Wh,11.8372,W,527.5921,W,45.07087,W,0,l/min,5.667974,bar
2022-09-22T16:27:16.793,34.72528,3943.528,Wh,11.84473,W,527.8195,W,45.12261,W,0,l/min,5.674309,bar
2022-09-22T16:27:17.804,35.40903,3943.692,Wh,11.79104,W,528.2312,W,45.19801,W,0,l/min,5.644976,bar
2022-09-22T16:27:18.810,35.6044,3943.859,Wh,11.82996,W,528.2537,W,45.15731,W,0,l/min,5.623793,bar
2022-09-22T16:27:19.814,36.28816,3944.021,Wh,11.78423,W,528.2894,W,45.30776,W,0,l/min,5.659636,bar
2022-09-22T16:27:20.816,36.48352,3944.158,Wh,11.92574,W,528.2076,W,45.1884,W,0,l/min,5.672698,bar
2022-09-22T16:27:21.809,37.0696,3944.352,Wh,11.83893,W,527.7913,W,45.01869,W,0,l/min,5.674297,bar
2022-09-22T16:27:22.830,37.41148,3944.499,Wh,11.82873,W,527.6686,W,45.29926,W,0,l/min,5.678008,bar
2022-09-22T16:27:23.837,37.89988,3944.672,Wh,11.80961,W,527.6619,W,45.07575,W,0,l/min,5.647267,bar
2022-09-22T16:27:24.840,38.2906,3944.838,Wh,11.84467,W,527.7502,W,45.31932,W,0,l/min,5.626125,bar
2022-09-22T16:27:25.840,38.68132,3944.974,Wh,11.83255,W,527.8026,W,45.16628,W,0,l/min,5.625563,bar
2022-09-22T16:27:26.839,39.36508,3945.165,Wh,11.82911,W,527.8515,W,44.90162,W,0,l/min,5.664531,bar
2022-09-22T16:27:27.850,39.46276,3945.305,Wh,11.78549,W,527.7046,W,45.04979,W,0,l/min,5.673796,bar
2022-09-22T16:27:28.851,40.04884,3945.493,Wh,11.80694,W,527.4149,W,45.49786,W,0,l/min,5.633487,bar
2022-09-22T16:27:29.865,40.53724,3945.633,Wh,11.74025,W,527.3611,W,45.68949,W,0,l/min,5.630031,bar
2022-09-22T16:27:30.879,40.92796,3945.813,Wh,11.70442,W,15.2801,W,41.27469,W,0,l/min,5.673125,bar
2022-09-22T16:27:31.884,41.12332,3945.832,Wh,11.7403,W,15.35324,W,41.26072,W,0,l/min,5.674443,bar
2022-09-22T16:27:32.896,41.61172,3945.854,Wh,11.65626,W,15.43169,W,41.44666,W,0,l/min,5.675884,bar
2022-09-22T16:27:33.907,41.75824,3945.869,Wh,11.73334,W,15.43846,W,41.22078,W,0,l/min,5.644154,bar
2022-09-22T16:27:34.908,41.9536,3945.894,Wh,11.76188,W,15.41153,W,41.34247,W,0,l/min,5.626186,bar
2022-09-22T16:27:35.929,42.24664,3945.908,Wh,11.78999,W,15.41151,W,41.04233,W,0,l/min,5.627139,bar
2022-09-22T16:27:36.937,42.49084,3945.928,Wh,11.6684,W,15.44469,W,41.41537,W,0,l/min,5.666179,bar
2022-09-22T16:27:37.937,42.58852,3945.948,Wh,11.75281,W,15.43863,W,41.38601,W,1.606787,l/min,5.640129,bar
2022-09-22T16:27:38.955,42.58852,3945.964,Wh,11.68035,W,15.40566,W,40.80001,W,0,l/min,5.6219,bar
2022-09-22T16:27:39.963,42.78388,3945.982,Wh,11.79739,W,15.42974,W,40.70985,W,0,l/min,5.633364,bar
2022-09-22T16:27:40.971,42.6862,3946.004,Wh,11.69172,W,15.45841,W,41.40683,W,0,l/min,5.647903,bar
2022-09-22T16:27:41.971,42.73504,3946.023,Wh,11.76261,W,15.46031,W,41.59863,W,0,l/min,5.645207,bar
2022-09-22T16:27:42.970,42.63736,3946.041,Wh,11.7179,W,15.4795,W,41.73559,W,0,l/min,5.670427,bar
2022-09-22T16:27:43.968,42.58852,3946.058,Wh,11.76442,W,15.46433,W,41.48351,W,0,l/min,5.674553,bar
2022-09-22T16:27:44.974,42.49084,3946.081,Wh,11.78254,W,15.44857,W,41.1523,W,0,l/min,5.679523,bar
2022-09-22T16:27:45.970,42.58852,3946.1,Wh,11.74424,W,15.44956,W,41.35896,W,0,l/min,5.679804,bar
2022-09-22T16:27:46.976,42.58852,3946.119,Wh,11.70115,W,15.47125,W,41.2146,W,0,l/min,5.679865,bar
2022-09-22T16:27:47.976,42.34432,3946.136,Wh,11.74906,W,15.45115,W,41.4589,W,0,l/min,5.679816,bar
2022-09-22T16:27:48.998,42.39316,3946.153,Wh,11.70834,W,15.45822,W,41.27537,W,0,l/min,5.648797,bar
2022-09-22T16:27:50.012,42.39316,3946.177,Wh,11.78543,W,15.4471,W,41.23763,W,0,l/min,5.622793,bar
2022-09-22T16:27:51.026,42.10012,3946.191,Wh,11.765,W,15.46925,W,41.05566,W,1.481047,l/min,5.638783,bar
2022-09-22T16:27:52.046,41.90476,3946.213,Wh,11.73364,W,15.42336,W,40.89005,W,1.44772,l/min,5.646171,bar
2022-09-22T16:27:53.044,41.85592,3946.231,Wh,11.68163,W,15.40564,W,40.40606,W,0,l/min,5.669732,bar
2022-09-22T16:27:54.050,41.9536,3946.249,Wh,11.74608,W,15.45933,W,41.48265,W,0,l/min,5.674395,bar
2022-09-22T16:27:55.054,41.85592,3946.272,Wh,11.79423,W,15.44839,W,41.31255,W,0,l/min,5.643191,bar
2022-09-22T16:27:56.062,41.7094,3946.289,Wh,11.73956,W,15.4619,W,41.14017,W,0,l/min,5.659831,bar
2022-09-22T16:27:57.072,41.4652,3946.308,Wh,11.69375,W,15.46168,W,41.29525,W,0,l/min,5.672649,bar
2022-09-22T16:27:58.095,41.4652,3946.329,Wh,11.72982,W,15.44002,W,41.74367,W,0,l/min,5.674651,bar
2022-09-22T16:27:59.102,41.31868,3946.346,Wh,11.72154,W,15.43682,W,41.27952,W,0,l/min,5.650066,bar
2022-09-22T16:28:00.121,41.221,3946.363,Wh,11.81247,W,15.45908,W,41.30791,W,0,l/min,5.65142,bar
2022-09-22T16:28:01.142,41.26984,3946.383,Wh,11.75688,W,15.43014,W,41.20259,W,0,l/min,5.670781,bar
2022-09-22T16:28:02.152,41.26984,3946.403,Wh,11.72869,W,15.47198,W,41.51595,W,0,l/min,5.652312,bar
2022-09-22T16:28:03.166,40.9768,3946.419,Wh,11.67781,W,15.41209,W,41.2685,W,0,l/min,5.645378,bar
2022-09-22T16:28:04.178,41.02564,3946.442,Wh,11.69782,W,15.45468,W,41.32988,W,1.33907,l/min,5.658329,bar
2022-09-22T16:28:05.185,40.9768,3946.461,Wh,11.76252,W,15.42299,W,41.29096,W,1.527071,l/min,5.643141,bar
2022-09-22T16:28:06.189,40.68376,3946.478,Wh,11.80167,W,15.4225,W,40.45204,W,0,l/min,5.663457,bar
2022-09-22T16:28:07.192,40.7326,3946.501,Wh,11.71145,W,15.44239,W,41.34763,W,0,l/min,5.673357,bar
2022-09-22T16:28:08.196,40.43956,3946.513,Wh,11.71746,W,15.44461,W,41.67351,W,1.306354,l/min,5.648272,bar
2022-09-22T16:28:09.196,40.53724,3946.535,Wh,11.68449,W,15.46801,W,41.28022,W,0,l/min,5.639822,bar
2022-09-22T16:28:10.201,40.2442,3946.556,Wh,11.84775,W,15.47091,W,41.10384,W,0,l/min,5.643082,bar
2022-09-22T16:28:11.217,40.2442,3946.574,Wh,11.70428,W,15.48516,W,41.06059,W,0,l/min,5.666594,bar
2022-09-22T16:28:12.231,40.04884,3946.591,Wh,11.79785,W,15.45172,W,41.30473,W,0,l/min,5.674395,bar
